"","Primkey","ID","SubID","Location","Side_A","Side_B","Incompability","Territory","Begin","End","Intensity","Type","Startdate","Startprecision","Startdate2","Startprecision2","COW_A","COW_B","COW_location","Continent","Lat","Lon","Radius","Version"
"396.1",244001981,2440,0,"Iran","Iran","Mujahideen e Khalq",2,"",1981,1982,3,3,"01-Jan-79",5,"01-Jan-79",5,"630","","630",2,34,46,200,1.1
"397",244001986,2440,0,"Iran","Iran","Mujahideen e Khalq",2,"",1986,1988,2,3,"01-Jan-79",5,"01-Jan-79",5,"630","","630",2,35,49,400,1.1
"397.1",244001986,2440,0,"Iran","Iran","Mujahideen e Khalq",2,"",1986,1988,2,3,"01-Jan-79",5,"01-Jan-79",5,"630","","630",2,35,49,400,1.1
"397.2",244001986,2440,0,"Iran","Iran","Mujahideen e Khalq",2,"",1986,1988,2,3,"01-Jan-79",5,"01-Jan-79",5,"630","","630",2,35,49,400,1.1
"398",244001991,2440,0,"Iran","Iran","Mujahideen Khalq",2,"",1991,1993,2,3,"01-Jan-79",5,"01-Jan-79",5,"630","","630",2,35,49,400,1.1
"398.1",244001991,2440,0,"Iran","Iran","Mujahideen Khalq",2,"",1991,1993,2,3,"01-Jan-79",5,"01-Jan-79",5,"630","","630",2,35,49,400,1.1
"398.2",244001991,2440,0,"Iran","Iran","Mujahideen Khalq",2,"",1991,1993,2,3,"01-Jan-79",5,"01-Jan-79",5,"630","","630",2,35,49,400,1.1
"399",244002000,2440,0,"Iran","Iran","Mujahideen Khalq",2,"",2000,2001,2,3,"01-Jan-79",5,"01-Jan-79",5,"630","","630",2,35.5,52,100,1.1
"399.1",244002000,2440,0,"Iran","Iran","Mujahideen Khalq",2,"",2000,2001,2,3,"01-Jan-79",5,"01-Jan-79",5,"630","","630",2,35.5,52,100,1.1
"400",245001979,2450,0,"Iran","Iran","APCO",1,"Arabistan",1979,1980,1,3,"03-Oct-79",1,"03-Oct-79",1,"630","","630",2,31,49,150,1.1
"400.1",245001979,2450,0,"Iran","Iran","APCO",1,"Arabistan",1979,1980,1,3,"03-Oct-79",1,"03-Oct-79",1,"630","","630",2,31,49,150,1.1
"401",246001979,2460,0,"Saudi Arabia","Saudi Arabia","Juhayman Movement",2,"",1979,1979,1,3,"25-Nov-79",1,"25-Nov-79",1,"670","","670",2,21.45,39.82,50,1.1
"402",247001980,2470,0,"Liberia","Liberia","Military faction",2,"",1980,1980,1,3,"12-Apr-80",1,"12-Apr-80",1,"450","","450",4,6.32,-10.8,50,1.1
"403",247001989,2470,0,"Liberia","Liberia","NPFL, INPFL",2,"",1989,1989,1,3,"24-Dec-89",1,"24-Dec-89",1,"450","","450",4,6,-10,300,1.1
"404",247011990,2470,1,"Liberia","Liberia","NPFL, Burkina Faso, INPFL",2,"",1990,1990,3,4,"24-Dec-89",1,"24-Dec-89",1,"450","439","450",4,6,-10,300,1.1
"405",247011991,2470,1,"Liberia","Liberia","NPFL, Burkina Faso, INPFL",2,"",1991,1991,2,4,"24-Dec-89",1,"24-Dec-89",1,"450","439","450",4,6,-10,300,1.1
"406",247021992,2470,2,"Liberia","Liberia","NPFL, INPFL",2,"",1992,1992,3,3,"24-Dec-89",1,"24-Dec-89",1,"450","","450",4,6,-10,300,1.1
"407",247021993,2470,2,"Liberia","Liberia","NPFL, INPFL",2,"",1993,1995,2,3,"24-Dec-89",1,"24-Dec-89",1,"450","","450",4,6,-10,300,1.1
"407.1",247021993,2470,2,"Liberia","Liberia","NPFL, INPFL",2,"",1993,1995,2,3,"24-Dec-89",1,"24-Dec-89",1,"450","","450",4,6,-10,300,1.1
"407.2",247021993,2470,2,"Liberia","Liberia","NPFL, INPFL",2,"",1993,1995,2,3,"24-Dec-89",1,"24-Dec-89",1,"450","","450",4,6,-10,300,1.1
"408",247021996,2470,3,"Liberia","Liberia","Ulimo-J",2,"",1996,1996,1,3,"06-Apr-96",1,"06-Apr-96",1,"450","","450",4,6.32,-10.8,50,1.1
"409",247022000,2470,3,"Liberia","Liberia","LURD",2,"",2000,2001,1,3,"06-Apr-96",1,"06-Apr-96",1,"450","","450",4,7.5,-10.5,150,1.1
"409.1",247022000,2470,3,"Liberia","Liberia","LURD",2,"",2000,2001,1,3,"06-Apr-96",1,"06-Apr-96",1,"450","","450",4,7.5,-10.5,150,1.1
"410",248001980,2480,0,"Spain","Spain","ETA",1,"Basque",1980,1981,1,3,"07-Jun-68",1,"01-Jan-80",11,"230","","230",1,43,-2.5,100,1.1
"410.1",248001980,2480,0,"Spain","Spain","ETA",1,"Basque",1980,1981,1,3,"07-Jun-68",1,"01-Jan-80",11,"230","","230",1,43,-2.5,100,1.1
"411",248001987,2480,0,"Spain","Spain","ETA",1,"Basque",1987,1987,1,3,"07-Jun-68",1,"01-Jan-80",11,"230","","230",1,43,-2.5,100,1.1
"412",248001991,2480,0,"Spain","Spain","ETA",1,"Basque",1991,1992,1,3,"07-Jun-68",1,"01-Jan-80",11,"230","","230",1,43,-2.5,100,1.1
"412.1",248001991,2480,0,"Spain","Spain","ETA",1,"Basque",1991,1992,1,3,"07-Jun-68",1,"01-Jan-80",11,"230","","230",1,43,-2.5,100,1.1
"413",249001980,2490,0,"Tunisia","Tunisia","Résistance Armée Tunisienne",2,"",1980,1980,1,3,"27-Jan-80",1,"27-Jan-80",1,"616","","616",4,34.5,9,50,1.1
"414",250001981,2500,0,"Gambia","Gambia","SRLP",2,"",1981,1981,1,3,"29-Nov-81",1,"29-Nov-81",1,"420","","420",4,13.45,-16.58,50,1.1
"415",251001981,2510,0,"South Africa","South Africa","ANC, PAC, Azapo",2,"",1981,1988,1,3,"01-Jan-76",6,"01-Jan-81",11,"560","","560",4,-30,26,900,1.1
"415.1",251001981,2510,0,"South Africa","South Africa","ANC, PAC, Azapo",2,"",1981,1988,1,3,"01-Jan-76",6,"01-Jan-81",11,"560","","560",4,-30,26,900,1.1
"415.2",251001981,2510,0,"South Africa","South Africa","ANC, PAC, Azapo",2,"",1981,1988,1,3,"01-Jan-76",6,"01-Jan-81",11,"560","","560",4,-30,26,900,1.1
"415.3",251001981,2510,0,"South Africa","South Africa","ANC, PAC, Azapo",2,"",1981,1988,1,3,"01-Jan-76",6,"01-Jan-81",11,"560","","560",4,-30,26,900,1.1
"415.4",251001981,2510,0,"South Africa","South Africa","ANC, PAC, Azapo",2,"",1981,1988,1,3,"01-Jan-76",6,"01-Jan-81",11,"560","","560",4,-30,26,900,1.1
"415.5",251001981,2510,0,"South Africa","South Africa","ANC, PAC, Azapo",2,"",1981,1988,1,3,"01-Jan-76",6,"01-Jan-81",11,"560","","560",4,-30,26,900,1.1
"415.6",251001981,2510,0,"South Africa","South Africa","ANC, PAC, Azapo",2,"",1981,1988,1,3,"01-Jan-76",6,"01-Jan-81",11,"560","","560",4,-30,26,900,1.1
"415.7",251001981,2510,0,"South Africa","South Africa","ANC, PAC, Azapo",2,"",1981,1988,1,3,"01-Jan-76",6,"01-Jan-81",11,"560","","560",4,-30,26,900,1.1
"416",251001989,2510,0,"South Africa","South Africa","ANC, PAC, Azapo",2,"",1989,1993,3,3,"01-Jan-76",6,"01-Jan-81",11,"560","","560",4,-30,26,900,1.1
"416.1",251001989,2510,0,"South Africa","South Africa","ANC, PAC, Azapo",2,"",1989,1993,3,3,"01-Jan-76",6,"01-Jan-81",11,"560","","560",4,-30,26,900,1.1
"416.2",251001989,2510,0,"South Africa","South Africa","ANC, PAC, Azapo",2,"",1989,1993,3,3,"01-Jan-76",6,"01-Jan-81",11,"560","","560",4,-30,26,900,1.1
"416.3",251001989,2510,0,"South Africa","South Africa","ANC, PAC, Azapo",2,"",1989,1993,3,3,"01-Jan-76",6,"01-Jan-81",11,"560","","560",4,-30,26,900,1.1
"416.4",251001989,2510,0,"South Africa","South Africa","ANC, PAC, Azapo",2,"",1989,1993,3,3,"01-Jan-76",6,"01-Jan-81",11,"560","","560",4,-30,26,900,1.1
"417",252001982,2520,0,"Argentina - United Kingdom","Argentina","United Kingdom",1,"Malvinas/Falkland Isl.",1982,1982,3,2,"02-Apr-82",1,"02-Apr-82",1,"160","200","160,200",5,-52,-60,300,1.1
"418",253001982,2530,0,"India","India","PLA",1,"Manipur",1982,1989,1,3,"01-Jan-82",5,"01-Jan-82",5,"750","","750",3,24.5,94,150,1.1
"418.1",253001982,2530,0,"India","India","PLA",1,"Manipur",1982,1989,1,3,"01-Jan-82",5,"01-Jan-82",5,"750","","750",3,24.5,94,150,1.1
"418.2",253001982,2530,0,"India","India","PLA",1,"Manipur",1982,1989,1,3,"01-Jan-82",5,"01-Jan-82",5,"750","","750",3,24.5,94,150,1.1
"418.3",253001982,2530,0,"India","India","PLA",1,"Manipur",1982,1989,1,3,"01-Jan-82",5,"01-Jan-82",5,"750","","750",3,24.5,94,150,1.1
"418.4",253001982,2530,0,"India","India","PLA",1,"Manipur",1982,1989,1,3,"01-Jan-82",5,"01-Jan-82",5,"750","","750",3,24.5,94,150,1.1
"418.5",253001982,2530,0,"India","India","PLA",1,"Manipur",1982,1989,1,3,"01-Jan-82",5,"01-Jan-82",5,"750","","750",3,24.5,94,150,1.1
"418.6",253001982,2530,0,"India","India","PLA",1,"Manipur",1982,1989,1,3,"01-Jan-82",5,"01-Jan-82",5,"750","","750",3,24.5,94,150,1.1
"418.7",253001982,2530,0,"India","India","PLA",1,"Manipur",1982,1989,1,3,"01-Jan-82",5,"01-Jan-82",5,"750","","750",3,24.5,94,150,1.1
"419",253001991,2530,0,"India","India","PLA",1,"Manipur",1991,1994,1,3,"01-Jan-82",5,"01-Jan-82",5,"750","","750",3,24.5,94,150,1.1
"419.1",253001991,2530,0,"India","India","PLA",1,"Manipur",1991,1994,1,3,"01-Jan-82",5,"01-Jan-82",5,"750","","750",3,24.5,94,150,1.1
"419.2",253001991,2530,0,"India","India","PLA",1,"Manipur",1991,1994,1,3,"01-Jan-82",5,"01-Jan-82",5,"750","","750",3,24.5,94,150,1.1
"419.3",253001991,2530,0,"India","India","PLA",1,"Manipur",1991,1994,1,3,"01-Jan-82",5,"01-Jan-82",5,"750","","750",3,24.5,94,150,1.1
"420",253001997,2530,0,"India","India","UNLF, KNF, PLA",1,"Manipur",1997,2000,1,3,"01-Jan-82",5,"01-Jan-82",5,"750","","750",3,24.5,94,150,1.1
"420.1",253001997,2530,0,"India","India","UNLF, KNF, PLA",1,"Manipur",1997,2000,1,3,"01-Jan-82",5,"01-Jan-82",5,"750","","750",3,24.5,94,150,1.1
"420.2",253001997,2530,0,"India","India","UNLF, KNF, PLA",1,"Manipur",1997,2000,1,3,"01-Jan-82",5,"01-Jan-82",5,"750","","750",3,24.5,94,150,1.1
"420.3",253001997,2530,0,"India","India","UNLF, KNF, PLA",1,"Manipur",1997,2000,1,3,"01-Jan-82",5,"01-Jan-82",5,"750","","750",3,24.5,94,150,1.1
"421",254001982,2540,0,"Kenya","Kenya","Military faction",2,"",1982,1982,1,3,"01-Aug-82",1,"01-Aug-82",1,"501","","501",4,-1,37,100,1.1
"422",255001983,2550,0,"Chad - Nigeria","Chad","Nigeria",1,"Lake Chad",1983,1983,1,2,"01-Apr-83",3,"01-Apr-83",3,"483","475","483,475",4,13.5,13.35,50,1.1
"423",256001983,2560,0,"Grenada - USA","Grenada","USA",2,"",1983,1983,1,2,"25-Oct-83",1,"25-Oct-83",1,"55","2","55,2",5,12.25,-61.75,50,1.1
"424",257001983,2570,0,"India","India","Sikh insurgents",1,"Punjab/Khalistan",1983,1986,1,3,"20-Sep-81",1,"01-Jan-83",11,"750","","750",3,31,76,150,1.1
"424.1",257001983,2570,0,"India","India","Sikh insurgents",1,"Punjab/Khalistan",1983,1986,1,3,"20-Sep-81",1,"01-Jan-83",11,"750","","750",3,31,76,150,1.1
"424.2",257001983,2570,0,"India","India","Sikh insurgents",1,"Punjab/Khalistan",1983,1986,1,3,"20-Sep-81",1,"01-Jan-83",11,"750","","750",3,31,76,150,1.1
"424.3",257001983,2570,0,"India","India","Sikh insurgents",1,"Punjab/Khalistan",1983,1986,1,3,"20-Sep-81",1,"01-Jan-83",11,"750","","750",3,31,76,150,1.1
"425",257001987,2570,0,"India","India","Sikh insurgents",1,"Punjab/Khalistan",1987,1987,2,3,"20-Sep-81",1,"01-Jan-83",11,"750","","750",3,31,76,150,1.1
"426",257001988,2570,0,"India","India","Sikh insurgents",1,"Punjab/Khalistan",1988,1992,3,3,"20-Sep-81",1,"01-Jan-83",11,"750","","750",3,31,76,150,1.1
"426.1",257001988,2570,0,"India","India","Sikh insurgents",1,"Punjab/Khalistan",1988,1992,3,3,"20-Sep-81",1,"01-Jan-83",11,"750","","750",3,31,76,150,1.1
"426.2",257001988,2570,0,"India","India","Sikh insurgents",1,"Punjab/Khalistan",1988,1992,3,3,"20-Sep-81",1,"01-Jan-83",11,"750","","750",3,31,76,150,1.1
"426.3",257001988,2570,0,"India","India","Sikh insurgents",1,"Punjab/Khalistan",1988,1992,3,3,"20-Sep-81",1,"01-Jan-83",11,"750","","750",3,31,76,150,1.1
"426.4",257001988,2570,0,"India","India","Sikh insurgents",1,"Punjab/Khalistan",1988,1992,3,3,"20-Sep-81",1,"01-Jan-83",11,"750","","750",3,31,76,150,1.1
"427",257001993,2570,0,"India","India","Sikh insurgents",1,"Punjab/Khalistan",1993,1993,2,3,"20-Sep-81",1,"01-Jan-83",11,"750","","750",3,31,76,150,1.1
"428",258001983,2580,0,"Sri Lanka","Sri Lanka","LTTE, TELO, PLOTE",1,"Eelam",1983,1984,1,3,"01-Jul-75",3,"01-Jan-83",11,"780","","780",3,8.5,80.5,200,1.1
"428.1",258001983,2580,0,"Sri Lanka","Sri Lanka","LTTE, TELO, PLOTE",1,"Eelam",1983,1984,1,3,"01-Jul-75",3,"01-Jan-83",11,"780","","780",3,8.5,80.5,200,1.1
"429",258001985,2580,0,"Sri Lanka","Sri Lanka","LTTE, TELO, PLOTE",1,"Eelam",1985,1988,2,3,"01-Jul-75",3,"01-Jan-83",11,"780","","780",3,8.5,80.5,200,1.1
"429.1",258001985,2580,0,"Sri Lanka","Sri Lanka","LTTE, TELO, PLOTE",1,"Eelam",1985,1988,2,3,"01-Jul-75",3,"01-Jan-83",11,"780","","780",3,8.5,80.5,200,1.1
"429.2",258001985,2580,0,"Sri Lanka","Sri Lanka","LTTE, TELO, PLOTE",1,"Eelam",1985,1988,2,3,"01-Jul-75",3,"01-Jan-83",11,"780","","780",3,8.5,80.5,200,1.1
"429.3",258001985,2580,0,"Sri Lanka","Sri Lanka","LTTE, TELO, PLOTE",1,"Eelam",1985,1988,2,3,"01-Jul-75",3,"01-Jan-83",11,"780","","780",3,8.5,80.5,200,1.1
"430",258001989,2580,0,"Sri Lanka","Sri Lanka","LTTE",1,"Eelam",1989,1993,3,3,"01-Jul-75",3,"01-Jan-83",11,"780","","780",3,8.5,80.5,200,1.1
"430.1",258001989,2580,0,"Sri Lanka","Sri Lanka","LTTE",1,"Eelam",1989,1993,3,3,"01-Jul-75",3,"01-Jan-83",11,"780","","780",3,8.5,80.5,200,1.1
"430.2",258001989,2580,0,"Sri Lanka","Sri Lanka","LTTE",1,"Eelam",1989,1993,3,3,"01-Jul-75",3,"01-Jan-83",11,"780","","780",3,8.5,80.5,200,1.1
"430.3",258001989,2580,0,"Sri Lanka","Sri Lanka","LTTE",1,"Eelam",1989,1993,3,3,"01-Jul-75",3,"01-Jan-83",11,"780","","780",3,8.5,80.5,200,1.1
"430.4",258001989,2580,0,"Sri Lanka","Sri Lanka","LTTE",1,"Eelam",1989,1993,3,3,"01-Jul-75",3,"01-Jan-83",11,"780","","780",3,8.5,80.5,200,1.1
"431",258001994,2580,0,"Sri Lanka","Sri Lanka","LTTE",1,"Eelam",1994,1994,2,3,"01-Jul-75",3,"01-Jan-83",11,"780","","780",3,8.5,80.5,200,1.1
"432",258001995,2580,0,"Sri Lanka","Sri Lanka","LTTE",1,"Eelam",1995,2001,3,3,"01-Jul-75",3,"01-Jan-83",11,"780","","780",3,8.5,80.5,200,1.1
"432.1",258001995,2580,0,"Sri Lanka","Sri Lanka","LTTE",1,"Eelam",1995,2001,3,3,"01-Jul-75",3,"01-Jan-83",11,"780","","780",3,8.5,80.5,200,1.1
"432.2",258001995,2580,0,"Sri Lanka","Sri Lanka","LTTE",1,"Eelam",1995,2001,3,3,"01-Jul-75",3,"01-Jan-83",11,"780","","780",3,8.5,80.5,200,1.1
"432.3",258001995,2580,0,"Sri Lanka","Sri Lanka","LTTE",1,"Eelam",1995,2001,3,3,"01-Jul-75",3,"01-Jan-83",11,"780","","780",3,8.5,80.5,200,1.1
"432.4",258001995,2580,0,"Sri Lanka","Sri Lanka","LTTE",1,"Eelam",1995,2001,3,3,"01-Jul-75",3,"01-Jan-83",11,"780","","780",3,8.5,80.5,200,1.1
"432.5",258001995,2580,0,"Sri Lanka","Sri Lanka","LTTE",1,"Eelam",1995,2001,3,3,"01-Jul-75",3,"01-Jan-83",11,"780","","780",3,8.5,80.5,200,1.1
"432.6",258001995,2580,0,"Sri Lanka","Sri Lanka","LTTE",1,"Eelam",1995,2001,3,3,"01-Jul-75",3,"01-Jan-83",11,"780","","780",3,8.5,80.5,200,1.1
"433",259001984,2590,0,"Cameroon","Cameroon","Military faction",2,"",1984,1984,1,3,"06-Apr-84",1,"06-Apr-84",1,"471","","471",4,3.87,11.52,50,1.1
"434",260001984,2600,0,"Turkey","Turkey","PKK",1,"Kurdistan",1984,1986,1,3,"15-Aug-84",1,"15-Aug-84",1,"640","","640",2,37.5,43,200,1.1
"434.1",260001984,2600,0,"Turkey","Turkey","PKK",1,"Kurdistan",1984,1986,1,3,"15-Aug-84",1,"15-Aug-84",1,"640","","640",2,37.5,43,200,1.1
"434.2",260001984,2600,0,"Turkey","Turkey","PKK",1,"Kurdistan",1984,1986,1,3,"15-Aug-84",1,"15-Aug-84",1,"640","","640",2,37.5,43,200,1.1
"435",260001987,2600,0,"Turkey","Turkey","PKK",1,"Kurdistan",1987,1991,2,3,"15-Aug-84",1,"15-Aug-84",1,"640","","640",2,37.5,43,200,1.1
"435.1",260001987,2600,0,"Turkey","Turkey","PKK",1,"Kurdistan",1987,1991,2,3,"15-Aug-84",1,"15-Aug-84",1,"640","","640",2,37.5,43,200,1.1
"435.2",260001987,2600,0,"Turkey","Turkey","PKK",1,"Kurdistan",1987,1991,2,3,"15-Aug-84",1,"15-Aug-84",1,"640","","640",2,37.5,43,200,1.1
"435.3",260001987,2600,0,"Turkey","Turkey","PKK",1,"Kurdistan",1987,1991,2,3,"15-Aug-84",1,"15-Aug-84",1,"640","","640",2,37.5,43,200,1.1
"435.4",260001987,2600,0,"Turkey","Turkey","PKK",1,"Kurdistan",1987,1991,2,3,"15-Aug-84",1,"15-Aug-84",1,"640","","640",2,37.5,43,200,1.1
"436",260001992,2600,0,"Turkey","Turkey","PKK",1,"Kurdistan",1992,1997,3,3,"15-Aug-84",1,"15-Aug-84",1,"640","","640",2,37.5,43,200,1.1
"436.1",260001992,2600,0,"Turkey","Turkey","PKK",1,"Kurdistan",1992,1997,3,3,"15-Aug-84",1,"15-Aug-84",1,"640","","640",2,37.5,43,200,1.1
"436.2",260001992,2600,0,"Turkey","Turkey","PKK",1,"Kurdistan",1992,1997,3,3,"15-Aug-84",1,"15-Aug-84",1,"640","","640",2,37.5,43,200,1.1
"436.3",260001992,2600,0,"Turkey","Turkey","PKK",1,"Kurdistan",1992,1997,3,3,"15-Aug-84",1,"15-Aug-84",1,"640","","640",2,37.5,43,200,1.1
"436.4",260001992,2600,0,"Turkey","Turkey","PKK",1,"Kurdistan",1992,1997,3,3,"15-Aug-84",1,"15-Aug-84",1,"640","","640",2,37.5,43,200,1.1
"436.5",260001992,2600,0,"Turkey","Turkey","PKK",1,"Kurdistan",1992,1997,3,3,"15-Aug-84",1,"15-Aug-84",1,"640","","640",2,37.5,43,200,1.1
"437",260001998,2600,0,"Turkey","Turkey","PKK",1,"Kurdistan",1998,2001,2,3,"15-Aug-84",1,"15-Aug-84",1,"640","","640",2,37.5,43,200,1.1
"437.1",260001998,2600,0,"Turkey","Turkey","PKK",1,"Kurdistan",1998,2001,2,3,"15-Aug-84",1,"15-Aug-84",1,"640","","640",2,37.5,43,200,1.1
"437.2",260001998,2600,0,"Turkey","Turkey","PKK",1,"Kurdistan",1998,2001,2,3,"15-Aug-84",1,"15-Aug-84",1,"640","","640",2,37.5,43,200,1.1
"437.3",260001998,2600,0,"Turkey","Turkey","PKK",1,"Kurdistan",1998,2001,2,3,"15-Aug-84",1,"15-Aug-84",1,"640","","640",2,37.5,43,200,1.1
"438",261001985,2610,0,"Burkina Faso - Mali","Burkina Faso","Mali",1,"Agacher Strip",1985,1985,1,2,"25-Dec-85",1,"25-Dec-85",1,"439","432","439,432",4,13.5,-4,300,1.1
"439",262001986,2620,0,"Laos - Thailand","Laos","Thailand",1,"Common Border",1986,1988,1,2,"01-May-84",3,"01-Jan-86",11,"812","800","812,800",3,17.5,101,100,1.1
"439.1",262001986,2620,0,"Laos - Thailand","Laos","Thailand",1,"Common Border",1986,1988,1,2,"01-May-84",3,"01-Jan-86",11,"812","800","812,800",3,17.5,101,100,1.1
"439.2",262001986,2620,0,"Laos - Thailand","Laos","Thailand",1,"Common Border",1986,1988,1,2,"01-May-84",3,"01-Jan-86",11,"812","800","812,800",3,17.5,101,100,1.1
"440",263001986,2630,0,"Surinam","Surinam","SLA/Jungle Commando",2,"",1986,1988,1,3,"01-Jan-86",5,"01-Jan-86",5,"115","","115",5,4,-55,200,1.1
"440.1",263001986,2630,0,"Surinam","Surinam","SLA/Jungle Commando",2,"",1986,1988,1,3,"01-Jan-86",5,"01-Jan-86",5,"115","","115",5,4,-55,200,1.1
"440.2",263001986,2630,0,"Surinam","Surinam","SLA/Jungle Commando",2,"",1986,1988,1,3,"01-Jan-86",5,"01-Jan-86",5,"115","","115",5,4,-55,200,1.1
"441",264001986,2640,0,"Togo","Togo","MTD",2,"",1986,1986,1,3,"23-Sep-86",2,"23-Sep-86",2,"461","","461",4,6.13,1.22,50,1.1
"442",264001991,2640,0,"Togo","Togo","Military faction",2,"",1991,1991,1,3,"28-Nov-91",1,"28-Nov-91",1,"461","","461",4,6.13,1.22,50,1.1
"443",265001986,2650,0,"Yemen (South)","Yemen (South)","Faction of Yemenite Socialist Party",2,"",1986,1986,3,3,"13-Jan-86",1,"13-Jan-86",1,"680","","680",2,12.77,45.01,50,1.1
"444",266001987,2660,0,"Burkina Faso","Burkina Faso","Popular Front",2,"",1987,1987,1,3,"15-Oct-87",1,"15-Oct-87",1,"439","","439",4,12.37,-1.52,50,1.1
"445",267001987,2670,0,"Chad - Libya","Chad","Libya",1,"Aozou strip",1987,1987,3,2,"08-Aug-87",1,"08-Aug-87",1,"483","620","483,620",4,21,18,300,1.1
"446",268001989,2680,0,"Comoros","Comoros","Presidential guard",2,"",1989,1989,1,3,"27-Nov-89",1,"27-Nov-89",1,"581","","581",4,-11.68,43.27,50,1.1
"447",269001989,2690,0,"Ethiopia","Ethiopia","ALF",1,"Afar",1989,1991,1,3,"01-Jan-75",5,"01-Jan-89",11,"530","","530",4,12.5,42.5,100,1.1
"447.1",269001989,2690,0,"Ethiopia","Ethiopia","ALF",1,"Afar",1989,1991,1,3,"01-Jan-75",5,"01-Jan-89",11,"530","","530",4,12.5,42.5,100,1.1
"447.2",269001989,2690,0,"Ethiopia","Ethiopia","ALF",1,"Afar",1989,1991,1,3,"01-Jan-75",5,"01-Jan-89",11,"530","","530",4,12.5,42.5,100,1.1
"448",269001996,2690,0,"Ethiopia","Ethiopia","ARDUF",1,"Afar",1996,1996,1,3,"01-Jan-75",5,"01-Jan-89",11,"530","","530",4,12.5,42.5,100,1.1
"449",270001989,2700,0,"India","India","Kashmir Insurgents
Kashmir Insurgents",1,"Kashmir",1989,1989,1,3,"01-Jan-89",6,"01-Jan-89",6,"750","","750",3,33,77,250,1.1
"450",270001990,2700,0,"India","India","Kashmir Insurgents
Kashmir Insurgents",1,"Kashmir",1990,1993,3,3,"01-Jan-89",6,"01-Jan-89",6,"750","","750",3,33,77,250,1.1
"450.1",270001990,2700,0,"India","India","Kashmir Insurgents
Kashmir Insurgents",1,"Kashmir",1990,1993,3,3,"01-Jan-89",6,"01-Jan-89",6,"750","","750",3,33,77,250,1.1
"450.2",270001990,2700,0,"India","India","Kashmir Insurgents
Kashmir Insurgents",1,"Kashmir",1990,1993,3,3,"01-Jan-89",6,"01-Jan-89",6,"750","","750",3,33,77,250,1.1
"450.3",270001990,2700,0,"India","India","Kashmir Insurgents
Kashmir Insurgents",1,"Kashmir",1990,1993,3,3,"01-Jan-89",6,"01-Jan-89",6,"750","","750",3,33,77,250,1.1
"451",270001994,2700,0,"India","India","Kashmir Insurgents
Kashmir Insurgents",1,"Kashmir",1994,1998,2,3,"01-Jan-89",6,"01-Jan-89",6,"750","","750",3,33,77,250,1.1
"451.1",270001994,2700,0,"India","India","Kashmir Insurgents
Kashmir Insurgents",1,"Kashmir",1994,1998,2,3,"01-Jan-89",6,"01-Jan-89",6,"750","","750",3,33,77,250,1.1
"451.2",270001994,2700,0,"India","India","Kashmir Insurgents
Kashmir Insurgents",1,"Kashmir",1994,1998,2,3,"01-Jan-89",6,"01-Jan-89",6,"750","","750",3,33,77,250,1.1
"451.3",270001994,2700,0,"India","India","Kashmir Insurgents
Kashmir Insurgents",1,"Kashmir",1994,1998,2,3,"01-Jan-89",6,"01-Jan-89",6,"750","","750",3,33,77,250,1.1
"451.4",270001994,2700,0,"India","India","Kashmir Insurgents
Kashmir Insurgents",1,"Kashmir",1994,1998,2,3,"01-Jan-89",6,"01-Jan-89",6,"750","","750",3,33,77,250,1.1
"452",270001999,2700,0,"India","India","Kashmir Insurgents
Kashmir Insurgents",1,"Kashmir",1999,2001,3,3,"01-Jan-89",6,"01-Jan-89",6,"750","","750",3,33,77,250,1.1
"452.1",270001999,2700,0,"India","India","Kashmir Insurgents
Kashmir Insurgents",1,"Kashmir",1999,2001,3,3,"01-Jan-89",6,"01-Jan-89",6,"750","","750",3,33,77,250,1.1
"452.2",270001999,2700,0,"India","India","Kashmir Insurgents
Kashmir Insurgents",1,"Kashmir",1999,2001,3,3,"01-Jan-89",6,"01-Jan-89",6,"750","","750",3,33,77,250,1.1
"453",271001989,2710,0,"India","India","ABSU, BPAC",1,"Assam",1989,1990,1,3,"01-Jan-89",5,"01-Jan-89",5,"750","","750",3,26,93,150,1.1
"453.1",271001989,2710,0,"India","India","ABSU, BPAC",1,"Assam",1989,1990,1,3,"01-Jan-89",5,"01-Jan-89",5,"750","","750",3,26,93,150,1.1
"454",271001991,2710,0,"India","India","ULFA",1,"Assam",1991,1991,3,3,"01-Jan-89",6,"01-Jan-89",6,"750","","750",3,26,93,150,1.1
"455",271001992,2710,0,"India","India","BDSF, ULFA, ULFA faction, BLTF, NDFB",1,"Assam",1992,2001,2,3,"01-Jan-89",6,"01-Jan-89",6,"750","","750",3,26,93,150,1.1
"455.1",271001992,2710,0,"India","India","BDSF, ULFA, ULFA faction, BLTF, NDFB",1,"Assam",1992,2001,2,3,"01-Jan-89",6,"01-Jan-89",6,"750","","750",3,26,93,150,1.1
"455.2",271001992,2710,0,"India","India","BDSF, ULFA, ULFA faction, BLTF, NDFB",1,"Assam",1992,2001,2,3,"01-Jan-89",6,"01-Jan-89",6,"750","","750",3,26,93,150,1.1
"455.3",271001992,2710,0,"India","India","BDSF, ULFA, ULFA faction, BLTF, NDFB",1,"Assam",1992,2001,2,3,"01-Jan-89",6,"01-Jan-89",6,"750","","750",3,26,93,150,1.1
"455.4",271001992,2710,0,"India","India","BDSF, ULFA, ULFA faction, BLTF, NDFB",1,"Assam",1992,2001,2,3,"01-Jan-89",6,"01-Jan-89",6,"750","","750",3,26,93,150,1.1
